object_type,altitude_km,inclination_deg,eccentricity,mass_kg,area_m2,drag_coeff,mean_motion,solar_activity,decay_time_days
Active,542.65,97.18,0.0083,795.79,13.242,2.0,15.545,High,4000.0
Active,1064.66,16.03,0.0191,1250.22,9.345,2.09,12.091,Medium,4000.0
Debris,354.93,67.79,0.0071,1559.86,16.243,2.05,13.622,High,3871.8
Debris,282.74,66.08,0.0313,1568.07,3.127,2.17,15.212,Low,4000.0
Debris,684.54,96.04,0.0365,1039.04,15.801,2.22,11.556,Medium,3833.4
Active,502.42,96.59,0.0466,1716.05,1.294,2.2,14.973,Medium,4000.0
Debris,763.41,67.29,0.014,783.36,3.889,2.26,11.915,Medium,4000.0
Active,1003.8,23.87,0.0475,1777.5,13.126,2.02,15.041,High,4000.0
Debris,337.15,78.26,0.0033,481.21,17.1,1.89,14.06,Low,575.5
Debris,780.7,10.49,0.0302,561.15,5.061,2.33,11.966,High,4000.0
Active,705.51,76.51,0.003,107.19,6.551,2.4,13.367,Medium,917.6
Debris,344.08,89.2,0.0447,1591.37,10.747,1.98,14.41,Low,2968.3
Active,824.0,37.52,0.0265,834.69,4.239,2.08,14.169,High,4000.0
Active,473.64,61.8,0.0335,459.0,16.225,2.15,13.136,Medium,1055.0
Debris,687.83,42.15,0.0416,464.35,15.475,2.17,15.497,High,2701.1
Debris,282.27,42.9,0.0076,1802.9,2.914,2.26,13.596,Low,4000.0
Debris,659.58,30.42,0.002,1668.0,9.282,1.83,13.529,High,4000.0
Active,506.46,74.69,0.044,1107.51,15.499,2.31,11.311,Medium,2705.9
Debris,1022.38,91.75,0.0158,1232.61,6.753,1.84,15.611,Low,4000.0
Debris,256.98,92.19,0.0065,949.18,12.666,2.13,11.886,Medium,1274.0
Debris,618.61,17.13,0.0235,783.94,1.014,2.38,13.642,Low,4000.0
Active,658.43,85.72,0.03,1831.04,12.178,2.12,15.018,Medium,4000.0
Debris,925.01,72.27,0.0016,252.1,3.062,1.9,12.077,Low,4000.0
Active,774.29,24.78,0.0138,837.48,16.613,2.49,13.637,Low,2306.4
Active,867.21,6.59,0.0017,689.78,7.115,2.42,12.203,Low,4000.0
Debris,977.05,26.26,0.0211,996.8,5.638,2.34,14.798,Medium,4000.0
Debris,1062.2,89.4,0.0448,915.81,16.819,2.09,13.822,Medium,4000.0
Active,513.88,62.05,0.0491,1038.26,1.012,1.93,15.28,Medium,4000.0
Debris,738.02,70.66,0.0319,280.7,7.938,2.46,15.473,Low,1538.6
Active,1040.11,25.2,0.0082,1026.77,7.406,2.17,14.244,Medium,4000.0
Debris,1189.45,70.5,0.0453,485.6,5.703,2.4,14.627,Medium,4000.0
Debris,1089.52,2.76,0.0259,369.48,18.236,2.04,13.746,Low,1763.9
Active,571.47,36.78,0.0078,130.6,15.021,2.03,12.922,High,657.5
Debris,395.17,61.42,0.0461,1525.54,1.288,2.49,14.241,Medium,4000.0
Debris,689.39,14.32,0.0379,855.46,14.297,2.17,15.541,Medium,3601.4
Debris,941.64,80.65,0.0366,1253.66,10.551,1.9,13.083,Low,4000.0
Debris,692.57,23.03,0.0355,1455.46,18.018,1.95,12.572,Low,4000.0
Debris,683.18,63.92,0.0101,1358.95,6.266,2.14,12.942,High,4000.0
Debris,1038.23,39.71,0.0106,941.53,11.487,1.83,13.177,High,4000.0
Active,561.4,58.41,0.0344,776.41,10.02,2.12,11.368,Low,2741.4
Debris,1059.79,10.53,0.0111,752.54,9.796,2.09,13.492,Low,4000.0
Debris,606.8,1.66,0.022,1280.46,9.128,2.35,13.472,Medium,4000.0
Debris,528.23,89.14,0.0391,990.09,4.121,2.05,13.942,Medium,4000.0
Active,653.99,26.42,0.0392,1698.42,15.117,2.49,12.814,High,4000.0
Debris,962.45,80.33,0.0227,1749.53,9.032,1.93,14.066,Low,4000.0
Active,326.0,97.94,0.0396,341.95,19.171,2.21,15.391,Medium,398.2
Debris,396.42,20.72,0.0419,273.33,5.224,1.86,15.777,Low,1342.2
Debris,1151.44,25.99,0.0328,1261.17,13.658,2.31,13.918,Low,4000.0
Debris,375.49,64.96,0.0115,603.15,18.815,2.5,11.213,Low,570.1
Debris,767.73,94.61,0.0138,38.12,13.273,2.37,15.846,High,273.1
Debris,779.31,89.75,0.0158,1777.4,17.427,2.19,14.529,Medium,4000.0
Debris,689.62,49.28,0.0059,454.57,16.551,2.14,12.68,High,2515.4
Active,844.75,77.92,0.0137,1858.63,7.209,2.38,11.736,Low,4000.0
Debris,429.83,13.3,0.0106,1435.15,12.006,2.46,11.717,Low,2575.6
Debris,752.66,95.79,0.0228,1525.54,3.134,2.49,11.839,Low,4000.0
Debris,572.17,94.51,0.0454,403.72,10.715,2.08,11.228,Low,1392.6
Active,861.67,16.05,0.0053,469.15,4.616,2.49,15.511,High,4000.0
Debris,341.22,29.34,0.036,1043.01,14.877,1.91,13.704,Low,1441.2
Debris,770.88,9.82,0.0344,345.03,10.566,1.98,14.5,Low,1868.1
Debris,385.27,26.63,0.0049,611.56,8.23,1.86,15.141,Low,1836.8
Active,478.64,79.96,0.0461,643.6,5.383,1.99,14.958,Low,3662.5
Debris,418.71,37.07,0.0285,320.1,19.974,2.34,15.413,Medium,467.8
Debris,382.84,8.66,0.0182,411.16,1.443,2.4,15.836,Medium,4000.0
Active,1025.71,33.54,0.0379,1577.32,0.881,2.35,13.195,Medium,4000.0
Active,485.71,96.18,0.0129,335.22,4.353,2.24,15.752,Medium,2848.1
Debris,1127.12,61.71,0.0347,57.89,19.422,2.16,14.616,Low,256.1
Active,1169.93,40.78,0.0021,1259.08,19.585,2.3,11.353,Low,4000.0
Debris,771.26,16.32,0.042,1951.99,13.102,2.07,14.409,Medium,4000.0
Debris,343.0,96.65,0.0225,663.1,17.603,2.39,14.434,Medium,830.7
Debris,574.55,80.44,0.0319,238.19,4.287,2.27,15.529,Low,1891.9
Debris,997.73,27.58,0.0111,1141.2,19.441,2.29,12.865,Low,4000.0
Debris,567.39,6.87,0.0339,1812.8,2.864,2.18,13.925,Low,4000.0
Active,287.02,5.55,0.0386,1568.34,2.031,2.42,11.061,Low,4000.0
Debris,756.78,11.8,0.0237,1245.41,2.253,1.98,12.66,Low,4000.0
Debris,1045.12,56.92,0.0309,630.8,11.467,2.07,11.311,Low,4000.0
Debris,995.93,91.02,0.0229,1084.22,15.622,2.34,13.609,Medium,4000.0
Active,375.12,48.68,0.0447,183.4,7.34,2.14,15.087,Low,518.5
Debris,872.76,82.61,0.0249,1358.21,19.558,2.42,12.032,Low,3819.6
Debris,420.5,43.7,0.0421,1450.47,8.694,2.04,13.637,High,4000.0
Debris,418.21,69.44,0.0401,1930.1,3.017,2.06,12.02,Medium,4000.0
Debris,1074.07,71.72,0.0206,521.53,9.325,2.42,11.603,High,4000.0
Active,449.67,17.05,0.0116,37.89,13.584,2.13,13.555,Low,73.6
Active,463.25,35.4,0.0204,1091.67,16.646,2.16,11.396,Medium,2365.1
Debris,200.65,62.46,0.0413,1413.87,9.181,2.03,13.937,Low,1493.6
Active,1070.67,6.93,0.0115,1581.02,11.876,1.99,11.157,Medium,4000.0
Debris,992.59,35.43,0.0263,388.28,5.354,2.26,11.534,Low,4000.0
Active,827.33,52.41,0.0403,524.24,12.922,1.88,13.75,Low,2679.5
Debris,950.27,97.63,0.0177,1025.67,19.72,2.42,13.957,High,4000.0
Debris,352.05,46.5,0.0321,661.87,0.991,2.35,11.145,Medium,4000.0
Debris,658.32,79.97,0.0124,1721.16,17.732,1.93,13.867,High,4000.0
Debris,551.22,42.34,0.0056,948.05,11.25,2.29,15.193,Low,2695.2
Debris,293.78,78.05,0.0397,1599.36,5.049,2.22,14.612,Low,4000.0
Debris,686.13,58.35,0.005,1161.66,19.098,1.93,11.656,Medium,4000.0
Debris,1120.74,86.89,0.0136,1546.41,9.672,1.99,13.962,Medium,4000.0
Active,240.06,40.27,0.0428,666.01,6.64,2.09,14.361,Medium,1590.6
Debris,491.46,59.22,0.0174,1663.0,3.638,2.29,11.186,High,4000.0
Debris,407.54,61.74,0.0487,549.87,4.897,2.25,15.277,Low,2468.3
Active,438.15,40.9,0.049,1092.65,16.659,2.17,15.531,Medium,2190.0
Debris,1108.43,14.14,0.0135,428.8,12.292,2.34,15.252,Low,2707.5
Debris,668.07,9.17,0.0021,951.58,18.266,2.33,15.123,Low,2102.5
Debris,666.3,1.63,0.0353,637.03,4.647,2.23,14.725,Medium,4000.0
Active,960.58,85.61,0.0226,534.14,2.432,2.35,14.167,Medium,4000.0
Debris,354.49,23.17,0.0051,1934.0,0.132,2.03,14.393,Low,4000.0
Debris,687.27,20.73,0.0354,320.99,10.162,2.42,15.032,Low,1273.5
Active,629.99,72.13,0.0017,1574.86,19.966,2.23,14.312,Medium,4000.0
Active,796.91,31.36,0.0435,1968.35,13.902,2.38,12.639,Medium,4000.0
Debris,1199.56,49.59,0.007,40.78,6.175,2.18,12.88,Low,609.7
Debris,969.45,15.93,0.0065,1398.36,17.538,1.95,15.485,Low,4000.0
Debris,597.87,94.06,0.0089,506.57,15.637,2.18,11.086,Low,1209.6
Active,1027.55,83.45,0.048,81.94,0.318,2.06,14.494,High,4000.0
Debris,370.71,84.65,0.0347,806.38,16.339,2.29,15.774,High,1884.9
Debris,230.46,39.86,0.0401,1870.5,6.018,2.13,14.531,Medium,4000.0
Active,404.45,74.71,0.0199,24.52,3.002,2.39,15.97,High,334.7
Debris,540.41,14.1,0.0169,1176.18,4.534,2.27,14.438,Medium,4000.0
Debris,710.58,0.84,0.0118,1003.29,9.377,2.28,11.172,Low,4000.0
Debris,815.13,1.96,0.0241,1746.89,8.503,1.95,15.135,Low,4000.0
Debris,1110.61,57.49,0.0276,168.92,5.785,2.49,12.423,High,4000.0
Debris,709.85,44.63,0.0316,1363.37,3.453,2.39,13.23,Medium,4000.0
Debris,701.28,50.77,0.0129,1360.54,15.247,2.35,12.56,High,4000.0
Debris,250.24,0.73,0.0474,1338.49,19.802,2.03,12.343,High,1747.2
Debris,234.91,41.42,0.0086,1884.73,15.558,2.17,13.157,Medium,1798.8
Active,751.16,70.37,0.0483,1646.35,5.926,1.9,12.894,Low,4000.0
Debris,638.18,43.38,0.0008,84.9,4.904,2.18,14.167,Low,703.7
Active,1039.18,71.76,0.0241,942.69,4.361,1.9,15.066,Low,4000.0
Debris,360.68,22.84,0.0167,796.51,2.743,2.19,12.485,Low,4000.0
Active,224.97,79.69,0.0225,620.98,11.031,2.25,12.069,Medium,762.1
Active,649.04,57.67,0.0286,903.22,12.112,2.07,14.334,Low,3262.8
Debris,437.48,20.65,0.0218,769.0,14.113,2.15,14.352,Low,1374.5
Active,249.61,23.2,0.0208,865.24,13.607,2.41,15.506,Medium,920.0
Active,924.6,61.55,0.0367,1958.54,5.854,1.88,11.08,Low,4000.0
Debris,311.59,81.33,0.0343,178.18,6.613,2.35,15.265,Medium,533.4
Debris,808.32,40.73,0.0417,1844.54,13.633,1.92,13.605,Medium,4000.0
Debris,481.05,25.31,0.0126,960.99,6.995,1.83,14.107,Medium,4000.0
Active,373.5,84.97,0.0305,1247.86,4.26,1.93,11.457,High,4000.0
Active,579.75,65.59,0.0293,1660.54,7.493,2.34,13.163,Low,4000.0
Active,1001.45,43.91,0.0185,721.57,5.449,2.08,12.137,Low,4000.0
Debris,592.09,47.81,0.0244,861.41,1.775,2.41,12.271,High,4000.0
Active,950.77,20.02,0.0158,819.63,16.604,2.17,13.52,Medium,4000.0
Debris,325.49,61.43,0.0072,750.09,17.064,1.82,15.062,Medium,1189.1
Debris,972.77,35.16,0.0108,1851.13,4.403,2.3,14.719,Low,4000.0
Debris,436.93,97.57,0.0054,1658.03,1.305,1.88,13.955,High,4000.0
Debris,877.39,47.06,0.0342,218.89,14.779,2.35,13.697,High,1689.4
Debris,765.78,47.62,0.0331,217.14,4.238,1.92,13.137,Medium,3995.6
Debris,1129.14,55.45,0.0475,856.31,7.875,2.04,15.864,Low,4000.0
Debris,587.32,89.84,0.0365,198.22,1.292,2.33,13.801,High,4000.0
Debris,266.17,78.48,0.0027,1238.57,4.533,2.47,12.27,Medium,4000.0
Debris,219.16,44.21,0.0442,288.24,15.86,2.06,12.15,Medium,259.7
Debris,1026.86,70.43,0.0431,1045.22,16.09,2.38,14.057,Low,4000.0
Debris,724.74,57.45,0.0222,15.43,4.15,1.93,13.614,Medium,268.5
Debris,975.24,48.25,0.0293,633.88,6.725,2.37,11.038,Low,4000.0
Debris,434.43,18.85,0.0488,1354.7,2.693,2.26,15.15,Low,4000.0
Debris,545.08,45.47,0.0267,968.59,1.493,1.93,14.521,Medium,4000.0
Debris,230.1,24.09,0.0453,1956.56,19.844,2.01,14.309,Low,1154.0
Debris,1161.49,89.65,0.0042,1748.33,13.115,1.89,11.344,Medium,4000.0
Debris,867.87,32.87,0.0096,718.78,10.847,2.07,12.81,Medium,4000.0
Debris,1133.21,93.32,0.0221,91.93,15.312,1.94,15.677,Low,578.4
Active,465.5,52.24,0.0293,1691.41,16.803,2.25,15.313,Medium,3507.1
Debris,811.46,61.89,0.0408,1822.56,16.136,2.5,12.428,High,4000.0
Debris,878.5,53.21,0.0494,1641.43,0.341,1.81,11.785,Low,4000.0
Debris,517.55,12.68,0.0195,256.77,3.744,2.18,13.245,Medium,2830.5
Debris,1048.11,36.83,0.0025,1995.83,13.102,2.2,12.779,Low,4000.0
Debris,1147.16,9.72,0.0401,517.91,7.521,2.44,14.411,Medium,4000.0
Debris,1084.86,61.05,0.0303,1448.69,19.65,2.15,15.832,Low,4000.0
Debris,939.07,43.79,0.01,1816.16,13.311,2.18,12.815,Low,4000.0
Debris,477.46,76.24,0.0248,472.14,19.131,2.13,11.311,Low,704.0
Debris,481.62,21.61,0.0371,1816.61,4.037,1.99,15.488,High,4000.0
Active,1163.36,16.13,0.0385,619.65,17.281,1.84,11.19,Medium,4000.0
Active,210.28,39.82,0.025,1952.85,6.434,2.09,15.764,Medium,4000.0
Active,916.05,90.81,0.0153,563.24,19.791,1.84,14.323,Low,2192.5
Active,906.25,69.62,0.0487,1906.92,3.162,2.19,15.708,Medium,4000.0
Debris,822.69,41.05,0.0332,108.04,10.332,2.02,11.998,Low,638.1
Debris,1190.11,50.69,0.0205,1418.83,15.859,2.17,11.203,Low,4000.0
Debris,511.88,8.25,0.0141,1064.69,8.659,1.89,13.441,Medium,4000.0
Debris,539.97,96.49,0.0366,956.28,9.367,2.45,13.253,Low,2971.2
Active,278.94,65.31,0.0122,447.77,19.727,2.43,12.657,Low,282.2
Debris,642.8,27.97,0.0087,1411.49,8.512,1.93,15.788,Medium,4000.0
Active,461.05,57.41,0.0265,382.43,12.085,2.04,15.113,High,1801.4
Debris,543.39,10.73,0.0146,1106.13,1.1,2.23,14.308,Low,4000.0
Active,1034.57,94.65,0.0315,507.24,16.846,1.87,11.814,Low,2673.6
Debris,1135.48,17.13,0.006,1911.29,12.967,2.05,14.672,Low,4000.0
Debris,385.73,63.51,0.0328,58.23,8.086,1.98,14.635,High,334.9
Debris,572.51,24.05,0.0142,400.26,0.333,2.44,13.125,High,4000.0
Debris,1128.63,70.32,0.0001,485.38,11.837,2.4,15.624,Medium,4000.0
Debris,261.81,76.13,0.0064,828.72,0.263,2.21,11.835,High,4000.0
Debris,292.36,66.0,0.0467,466.23,0.034,2.16,12.337,Medium,4000.0
Active,362.79,60.22,0.0434,983.21,12.326,2.45,11.316,High,2768.7
Debris,795.21,87.46,0.0118,1745.06,3.788,2.45,14.977,Low,4000.0
Debris,350.47,7.71,0.0389,1424.41,3.846,2.48,14.109,Low,4000.0
Debris,1168.08,32.43,0.0305,1160.34,13.069,1.89,12.575,Medium,4000.0
Active,646.71,24.33,0.0485,178.92,1.083,1.91,11.819,Low,4000.0
Debris,701.52,96.83,0.0187,1388.29,6.275,2.27,11.201,Medium,4000.0
Debris,446.66,38.16,0.0341,333.66,2.997,2.18,11.834,Low,2845.5
Debris,670.96,71.8,0.0033,1572.95,11.608,1.81,13.266,Medium,4000.0
Debris,861.91,67.1,0.0199,500.86,13.239,1.84,12.236,Low,2692.6
Debris,951.18,20.78,0.0482,834.68,14.426,2.42,12.295,Low,3559.0
Debris,953.87,23.42,0.027,701.59,5.112,2.41,15.378,High,4000.0
Debris,777.89,27.57,0.0145,1717.77,1.794,2.05,13.576,High,4000.0
Active,1104.36,40.29,0.0061,253.96,1.583,2.42,14.646,High,4000.0
Debris,1017.41,22.96,0.0352,1131.72,8.529,2.22,11.179,Medium,4000.0
Debris,957.05,1.93,0.0323,284.98,18.917,2.36,12.826,Medium,1277.1
Debris,255.61,86.18,0.0188,1409.89,4.362,2.1,13.396,Medium,4000.0
Active,206.88,94.63,0.0476,1810.25,5.142,1.88,11.932,Low,3836.3
Debris,412.45,33.47,0.0012,869.78,2.027,2.1,11.601,Low,4000.0
Active,863.52,33.17,0.0153,976.7,12.115,2.12,15.352,Low,4000.0
Debris,611.2,0.69,0.0461,1854.92,13.601,2.19,15.697,High,4000.0
Debris,602.41,66.66,0.0161,1042.46,12.862,1.87,11.394,Low,3562.9
Debris,1084.59,80.89,0.0127,975.71,17.224,2.49,12.745,High,4000.0
Active,1095.56,14.37,0.0268,1157.08,9.734,1.97,15.791,Medium,4000.0
Debris,1109.18,15.65,0.0412,1378.77,2.698,1.94,11.416,Medium,4000.0
Active,513.88,77.43,0.0052,214.66,5.795,2.17,14.218,Low,1141.3
Active,891.06,60.4,0.0472,1642.4,13.252,2.18,15.861,Low,4000.0
Debris,471.63,4.4,0.0398,871.57,12.266,2.11,15.891,High,4000.0
Debris,390.61,61.01,0.0091,145.62,10.625,2.34,13.356,Low,274.1
Debris,384.63,30.27,0.0356,1572.58,13.662,2.16,11.814,Low,2444.7
Debris,542.11,36.14,0.0193,754.52,12.751,2.23,12.01,Low,1901.8
Active,629.96,75.43,0.0202,201.63,17.628,2.31,15.448,Low,431.4
Active,1030.95,79.47,0.0392,1267.92,11.724,1.82,15.558,Low,4000.0
Debris,319.89,39.23,0.0481,1760.38,15.574,2.2,14.039,Medium,2473.2
Debris,934.93,92.82,0.0064,1775.62,4.982,2.42,14.831,Medium,4000.0
Active,731.45,39.83,0.0211,1915.37,13.567,1.81,14.7,Medium,4000.0
Debris,487.95,75.64,0.0241,1735.54,18.045,2.08,14.309,Low,2890.2
Active,692.82,47.42,0.0189,5.28,7.721,2.45,15.136,High,55.0
Debris,499.94,87.96,0.0182,761.1,15.584,2.05,14.427,Medium,2049.1
Debris,796.08,88.96,0.0027,1637.27,14.499,2.12,13.67,Low,4000.0
Debris,633.84,8.57,0.0343,733.14,1.2,2.49,12.185,Low,4000.0
Debris,364.41,91.78,0.0219,1203.5,11.634,1.94,14.719,Low,2280.4
Debris,316.58,80.9,0.0098,1213.03,2.612,1.85,13.367,Medium,4000.0
Debris,746.7,77.55,0.0408,730.69,19.347,2.4,12.474,Medium,2280.2
Debris,1102.41,19.69,0.0401,1809.04,16.23,2.41,15.01,High,4000.0
Active,543.96,78.9,0.0244,1006.95,2.203,2.13,14.484,Low,4000.0
Active,933.0,83.31,0.015,930.1,2.444,2.16,15.687,Medium,4000.0
Debris,858.66,28.34,0.0319,1995.03,11.894,2.39,11.827,Low,4000.0
Debris,1131.55,93.32,0.0145,987.51,6.904,2.32,14.246,Low,4000.0
Debris,1020.98,4.89,0.0119,357.62,0.708,1.99,12.221,Medium,4000.0
Debris,766.61,14.69,0.0366,1026.63,10.837,1.81,15.518,Low,4000.0
Debris,857.03,52.68,0.0021,1628.22,7.763,2.14,11.497,Medium,4000.0
Debris,1098.39,56.43,0.0048,1553.94,2.031,2.4,14.281,Medium,4000.0
Debris,599.52,63.22,0.0004,1577.37,16.04,2.43,14.955,High,4000.0
Debris,526.79,1.66,0.0077,1416.34,18.302,2.47,12.775,Low,2163.4
Debris,210.81,94.12,0.0035,509.18,15.134,2.42,15.771,High,583.7
Debris,1026.55,4.37,0.0498,1724.31,16.45,2.21,15.254,High,4000.0
Active,1000.98,14.02,0.0145,1786.99,4.338,2.11,12.473,High,4000.0
Debris,304.45,1.37,0.0075,389.11,5.279,2.34,11.038,Medium,1421.8
Debris,776.86,55.55,0.0121,261.78,4.178,2.32,12.483,High,4000.0
Debris,663.98,91.36,0.0468,1951.23,15.304,2.18,12.407,Medium,4000.0
Debris,318.71,65.26,0.0261,1736.78,18.959,1.86,15.45,Low,1769.5
Active,1180.57,80.62,0.0183,1786.58,14.34,2.45,15.836,Medium,4000.0
Debris,414.7,1.3,0.0437,1772.87,17.631,2.12,11.352,Medium,3199.5
Active,267.23,53.12,0.0198,1083.83,12.778,2.05,13.356,High,2364.6
Debris,794.85,45.04,0.0168,1293.16,7.759,2.24,13.742,Medium,4000.0
Debris,938.87,48.9,0.0104,1091.18,8.521,2.27,11.465,Low,4000.0
Active,232.44,7.08,0.019,103.36,1.516,1.95,12.887,Medium,1111.2
Debris,858.72,67.07,0.0159,1491.26,0.639,2.39,12.585,High,4000.0
Debris,732.29,49.32,0.0339,1011.16,13.913,2.0,13.68,Low,3850.2
Debris,303.27,74.98,0.0146,1295.77,8.774,1.93,14.306,Low,2577.4
Debris,372.52,47.56,0.0289,1005.78,11.049,2.08,14.517,Medium,2567.9
Active,767.97,14.64,0.0034,984.13,11.158,2.31,11.684,Low,4000.0
Debris,496.36,63.53,0.0096,344.41,5.555,2.48,15.065,Low,1597.7
Debris,1138.32,16.89,0.0204,558.15,9.523,2.37,14.393,Low,4000.0
Debris,1018.74,85.49,0.0469,318.55,9.42,2.46,15.445,High,4000.0
Debris,1183.57,60.09,0.0189,392.14,7.775,1.9,13.247,Low,4000.0
Debris,459.67,15.41,0.0332,1945.98,16.415,1.85,15.469,Medium,4000.0
Debris,1169.72,94.31,0.0128,307.07,9.029,2.19,15.329,Medium,4000.0
Debris,631.23,50.8,0.0064,539.27,12.077,2.0,13.192,High,3900.5
Active,547.52,7.14,0.003,1181.59,17.911,2.38,12.906,High,4000.0
Debris,250.35,61.43,0.0153,1220.75,17.326,2.27,15.664,Medium,1086.4
Debris,252.77,24.81,0.008,308.79,17.81,2.48,14.576,High,371.7
Active,892.01,78.76,0.0088,1587.64,5.407,1.98,15.641,Low,4000.0
Debris,657.93,80.15,0.0381,1570.62,0.709,2.14,14.985,Medium,4000.0
Debris,426.52,95.94,0.0009,475.4,5.229,2.15,14.046,Medium,2958.6
Debris,813.97,49.18,0.0279,578.04,5.581,1.97,11.579,Low,4000.0
Debris,452.86,44.59,0.019,1876.04,18.188,2.21,12.457,Medium,3530.1
Debris,777.63,73.84,0.0254,1651.52,12.988,2.11,15.844,Low,4000.0
Active,559.21,12.98,0.0282,1395.9,1.643,2.11,12.597,High,4000.0
Debris,1023.55,53.6,0.0157,165.38,2.716,2.05,11.466,Low,4000.0
Debris,1020.7,53.53,0.0148,837.11,3.122,1.81,14.538,Medium,4000.0
Active,677.35,8.77,0.0367,1119.04,12.612,2.17,14.67,Low,3914.6
Debris,550.82,40.96,0.0436,375.64,14.711,2.03,12.427,Low,920.4
Debris,562.56,83.62,0.0097,897.0,17.194,1.8,12.488,High,4000.0
Debris,1005.71,83.9,0.005,1202.45,18.813,2.02,13.344,Medium,4000.0
Active,528.18,9.73,0.0449,655.43,4.042,2.0,11.109,High,4000.0
Debris,409.06,8.89,0.0176,1562.11,6.202,2.08,14.947,Low,4000.0
Debris,284.69,25.74,0.0276,1681.06,4.814,1.89,12.585,Low,4000.0
Debris,666.69,85.73,0.018,647.9,7.182,2.16,15.269,Medium,4000.0
Debris,682.13,12.63,0.0064,1677.48,18.294,2.28,15.013,Medium,4000.0
Debris,1040.91,70.56,0.0295,208.05,11.507,2.24,14.307,Low,1350.9
Debris,421.24,9.91,0.0263,1675.62,14.766,2.36,12.624,Medium,3310.2
Active,580.99,61.07,0.0102,306.35,9.807,2.12,13.582,Low,1155.6
Debris,1008.41,34.89,0.0226,166.77,0.587,2.16,13.224,Low,4000.0
Debris,1023.62,77.31,0.0399,1283.91,1.293,2.37,12.694,Low,4000.0
Active,584.61,22.9,0.0296,944.4,10.763,2.1,15.241,Medium,4000.0
Active,659.12,62.64,0.0049,1815.87,14.379,2.29,13.418,Medium,4000.0
Debris,503.29,23.1,0.0274,727.02,4.314,2.1,15.164,Medium,4000.0
Debris,1132.55,69.94,0.0352,575.02,14.441,2.09,11.526,Medium,4000.0
Debris,318.64,85.62,0.0397,1001.97,16.215,2.33,11.705,Low,952.6
Active,1133.75,12.43,0.0315,912.44,8.244,1.92,15.887,High,4000.0
Active,883.87,84.93,0.0077,689.51,14.931,2.04,13.939,High,4000.0
Debris,731.57,58.17,0.0355,1387.79,8.087,1.96,13.549,Medium,4000.0
Active,232.66,12.46,0.0339,1519.36,13.57,2.05,13.616,Low,1303.5
Debris,675.6,41.9,0.0013,1706.11,15.282,1.96,12.076,Medium,4000.0
Debris,607.75,15.76,0.0206,1945.74,19.839,2.21,14.594,Medium,4000.0
Debris,361.22,68.63,0.0167,534.05,6.914,2.36,11.424,High,2767.6
Active,856.41,74.37,0.0335,1432.47,8.227,2.35,13.867,High,4000.0
Debris,1171.15,10.37,0.0109,789.12,3.321,2.06,13.854,High,4000.0
Active,762.19,49.6,0.0296,1354.49,4.089,2.49,15.571,Low,4000.0
Active,914.75,79.83,0.0457,952.49,13.871,2.22,13.631,High,4000.0
Active,268.45,91.74,0.0399,1987.55,18.342,2.08,11.685,Medium,1996.6
Debris,617.67,50.32,0.0461,1458.08,7.898,2.38,13.864,High,4000.0
Debris,316.36,93.13,0.0489,1905.03,3.605,2.31,11.457,Medium,4000.0
Debris,812.8,52.5,0.0006,1670.1,5.709,2.32,12.019,Low,4000.0
Debris,1138.48,38.63,0.0312,1805.9,9.106,1.94,11.156,Medium,4000.0
Debris,861.78,83.12,0.0207,1629.02,5.82,2.13,13.566,Low,4000.0
Active,276.8,48.31,0.043,918.86,4.679,2.4,11.423,Low,2447.5
Debris,554.67,46.25,0.0127,504.33,14.722,2.15,13.347,High,2353.0
Debris,750.66,48.05,0.0491,741.27,0.167,2.28,15.665,Low,4000.0
Debris,603.21,82.98,0.0307,41.45,10.789,2.21,14.599,Low,143.1
Debris,1033.64,81.53,0.0397,1048.46,15.877,2.39,11.387,Low,4000.0
Debris,1014.67,39.54,0.0044,1010.61,5.332,2.0,12.121,Medium,4000.0
Debris,811.83,32.66,0.0093,1050.98,12.07,2.2,14.368,High,4000.0
Active,573.46,48.21,0.0379,1948.09,13.381,1.89,15.474,Low,4000.0
Debris,455.34,56.13,0.0012,1823.0,13.104,2.28,11.165,Low,3485.9
Active,305.87,23.36,0.0409,324.26,8.923,2.31,15.062,High,1071.6
Active,554.9,77.81,0.0008,738.4,6.938,1.83,13.809,High,4000.0
Debris,613.17,47.68,0.0329,848.49,16.72,2.27,13.73,Low,1880.5
Active,875.82,32.74,0.0183,721.71,15.171,2.09,15.789,Medium,4000.0
Debris,858.16,10.47,0.0306,1597.19,6.432,1.89,14.738,Medium,4000.0
Active,270.11,23.41,0.0348,1048.55,2.069,2.09,15.251,Medium,4000.0
Debris,595.26,93.03,0.0172,1144.63,1.445,1.94,12.77,Medium,4000.0
Active,381.78,29.9,0.0055,1706.17,1.895,2.09,13.772,High,4000.0
Active,356.81,16.55,0.0036,1612.05,11.662,2.07,14.077,Low,2778.6
Active,1027.3,45.15,0.0295,265.29,1.043,2.32,12.608,Low,4000.0
Active,241.92,30.09,0.0261,1428.12,6.745,2.34,13.851,Low,2271.8
Debris,619.18,3.45,0.0371,871.44,15.066,2.22,12.183,Medium,2959.5
Debris,368.2,31.67,0.0255,590.0,5.894,1.82,11.717,High,4000.0
Debris,1079.33,53.32,0.0212,100.99,15.269,2.45,12.87,Medium,631.5
Debris,757.04,54.07,0.02,975.01,14.912,2.28,14.696,Low,3172.7
